interest_technology,interest_social,interest_design,interest_health,interest_business,interest_data,creativity,logical_reasoning,communication,empathy,leadership,numerical_skill,visual_thinking,organization,practical_learning,theoretical_learning,teamwork_preference,autonomy_preference,work_environment,preferred_modality,academic_area_label
4,3,5,1,1,1,5,3,3,3,3,2,5,2,3,4,2,2,mixto,mixta,diseno-ux-ui
4,1,5,3,1,3,5,2,3,3,1,2,5,2,4,4,3,1,mixto,virtual,diseno-ux-ui
5,3,5,2,3,2,5,2,3,4,2,2,5,3,3,2,3,2,oficina,virtual,diseno-ux-ui
3,1,4,3,2,1,5,2,3,2,2,3,5,2,4,4,4,2,oficina,mixta,diseno-ux-ui
4,3,4,2,2,2,5,2,3,2,2,2,5,2,4,3,3,1,oficina,virtual,diseno-ux-ui
4,2,5,2,1,3,4,1,3,2,2,2,5,2,4,3,2,4,oficina,virtual,diseno-ux-ui
4,2,5,2,3,2,5,2,4,1,2,1,5,2,4,4,2,2,oficina,virtual,diseno-ux-ui
4,1,4,2,3,2,5,3,3,3,3,2,5,4,5,3,3,3,oficina,mixta,diseno-ux-ui
4,3,5,3,3,2,5,3,3,1,2,2,5,2,5,2,3,1,oficina,mixta,diseno-ux-ui
4,2,5,3,1,2,5,3,3,1,3,3,4,2,5,4,2,2,oficina,mixta,diseno-ux-ui
3,2,4,3,3,2,5,2,3,1,3,2,5,2,5,3,2,2,mixto,virtual,diseno-ux-ui
5,2,5,1,2,3,5,2,3,3,2,1,5,2,4,3,3,2,mixto,mixta,diseno-ux-ui
4,2,5,3,3,2,5,2,2,3,2,1,5,3,4,2,2,3,oficina,mixta,diseno-ux-ui
4,3,4,1,2,3,4,4,3,2,2,2,5,3,4,2,3,3,mixto,mixta,diseno-ux-ui
5,2,5,3,1,2,4,2,3,3,2,3,5,2,4,4,2,1,oficina,mixta,diseno-ux-ui
4,2,5,3,1,3,5,3,3,2,1,2,4,3,4,3,1,1,mixto,virtual,diseno-ux-ui
4,3,5,2,3,3,4,2,4,2,2,4,4,2,5,4,2,2,mixto,mixta,diseno-ux-ui
4,3,5,3,2,2,3,2,4,3,1,2,5,3,3,3,1,1,mixto,mixta,diseno-ux-ui
4,3,5,3,3,2,5,2,3,3,3,2,5,3,4,3,2,4,oficina,virtual,diseno-ux-ui
4,2,5,2,2,2,5,1,3,2,1,2,5,2,5,3,2,3,oficina,virtual,diseno-ux-ui
3,1,5,2,2,3,5,4,3,2,2,2,4,3,3,4,1,3,oficina,virtual,diseno-ux-ui
5,2,5,1,2,3,5,2,4,1,3,1,4,3,3,4,4,3,mixto,mixta,diseno-ux-ui
4,2,5,2,2,1,5,2,2,2,2,2,5,2,4,2,2,3,oficina,virtual,diseno-ux-ui
3,2,5,1,2,3,5,3,4,1,2,3,5,3,4,4,3,3,oficina,virtual,diseno-ux-ui
5,2,5,2,4,2,4,1,3,1,3,2,4,2,5,3,1,2,mixto,mixta,diseno-ux-ui
4,1,5,2,2,1,5,2,3,1,1,3,5,1,5,3,2,3,mixto,virtual,diseno-ux-ui
4,2,4,2,1,1,5,2,1,3,2,3,5,4,4,3,3,3,mixto,virtual,diseno-ux-ui
4,2,5,2,2,2,5,2,2,3,3,2,4,2,3,3,3,1,mixto,mixta,diseno-ux-ui
4,2,5,2,2,1,5,2,3,2,2,2,4,3,4,3,3,3,mixto,virtual,diseno-ux-ui
5,2,5,1,4,2,4,2,3,2,1,1,5,3,5,3,3,2,oficina,virtual,diseno-ux-ui
4,4,4,3,2,3,5,2,2,2,1,2,5,2,5,4,2,2,mixto,mixta,diseno-ux-ui
4,3,5,2,2,4,5,3,3,2,3,4,5,3,4,4,1,2,oficina,mixta,diseno-ux-ui
4,3,5,2,1,2,5,2,4,1,1,3,5,2,4,4,2,3,oficina,virtual,diseno-ux-ui
4,2,5,1,3,2,4,1,2,2,3,3,5,1,4,4,1,2,mixto,virtual,diseno-ux-ui
4,1,5,2,3,2,4,1,3,2,3,2,4,3,4,2,3,2,mixto,virtual,diseno-ux-ui
4,2,4,2,1,3,5,2,3,2,1,2,5,3,4,3,1,3,mixto,mixta,diseno-ux-ui
5,1,4,3,2,2,5,2,3,2,4,1,5,2,5,3,1,2,mixto,virtual,diseno-ux-ui
4,2,3,2,2,2,5,1,2,3,2,1,5,3,4,3,3,2,mixto,mixta,diseno-ux-ui
4,2,4,3,2,1,5,2,2,1,2,2,5,1,3,4,2,2,mixto,virtual,diseno-ux-ui
4,2,5,2,3,2,5,2,3,1,2,3,5,2,5,3,3,2,mixto,virtual,diseno-ux-ui
5,1,5,3,1,2,5,3,3,1,1,2,5,2,4,4,2,4,mixto,mixta,diseno-ux-ui
3,3,5,1,3,2,5,3,3,2,3,3,5,4,4,3,3,3,mixto,virtual,diseno-ux-ui
4,2,5,2,1,2,4,2,4,2,1,1,5,2,3,3,3,2,oficina,mixta,diseno-ux-ui
4,4,5,2,2,2,5,2,3,3,3,3,4,1,5,3,3,2,mixto,virtual,diseno-ux-ui
4,2,5,2,2,2,5,1,2,2,3,1,5,3,5,3,3,3,mixto,virtual,diseno-ux-ui
3,3,5,2,3,2,5,2,3,3,2,2,5,3,4,2,2,2,oficina,virtual,diseno-ux-ui
4,3,5,2,1,2,5,2,2,2,2,2,5,2,4,3,2,2,mixto,mixta,diseno-ux-ui
3,2,4,2,2,4,5,3,2,2,1,3,5,3,4,4,3,2,mixto,mixta,diseno-ux-ui
4,2,5,3,3,2,5,2,3,3,1,2,4,3,5,3,2,2,oficina,virtual,diseno-ux-ui
3,1,5,3,1,1,4,3,3,2,1,2,4,2,4,3,1,3,oficina,virtual,diseno-ux-ui
4,3,5,2,2,2,5,2,3,2,3,2,5,3,4,4,2,2,oficina,virtual,diseno-ux-ui
4,3,5,2,1,2,5,1,4,2,3,2,4,3,4,3,4,3,mixto,virtual,diseno-ux-ui
5,2,5,2,3,2,5,2,3,2,2,3,5,2,4,3,2,2,mixto,virtual,diseno-ux-ui
5,2,5,2,2,3,5,2,3,3,2,3,5,3,5,3,3,2,oficina,virtual,diseno-ux-ui
4,3,4,1,1,3,5,3,3,2,2,2,5,2,5,2,3,2,oficina,virtual,diseno-ux-ui
3,2,4,2,2,3,5,4,3,3,3,2,5,1,4,3,2,2,oficina,virtual,diseno-ux-ui
4,3,5,2,2,1,5,2,4,2,2,1,5,2,5,3,2,1,mixto,virtual,diseno-ux-ui
4,2,5,2,1,3,4,3,3,2,1,2,5,2,5,2,2,3,mixto,mixta,diseno-ux-ui
5,3,5,2,2,2,4,2,3,2,2,3,5,2,4,4,2,2,oficina,virtual,diseno-ux-ui
4,3,5,1,3,1,4,3,3,3,2,3,4,2,4,3,3,1,oficina,virtual,diseno-ux-ui
4,2,5,2,2,3,5,2,3,2,2,2,5,1,5,4,3,1,mixto,mixta,diseno-ux-ui
4,2,5,2,3,3,5,2,4,3,2,3,5,2,4,3,2,2,mixto,virtual,diseno-ux-ui
4,3,5,4,3,2,5,1,3,1,2,2,5,2,4,2,1,2,oficina,mixta,diseno-ux-ui
5,2,5,3,3,3,5,3,3,3,2,3,5,3,4,3,1,2,oficina,mixta,diseno-ux-ui
5,1,4,1,3,2,5,4,3,2,3,3,5,1,4,4,2,2,oficina,mixta,diseno-ux-ui
4,2,3,2,2,1,5,3,3,2,2,2,5,2,5,3,3,3,mixto,virtual,diseno-ux-ui
4,2,5,2,1,2,4,3,3,2,2,2,5,1,3,4,1,2,oficina,mixta,diseno-ux-ui
3,2,5,1,3,3,5,2,4,2,1,3,5,3,4,3,2,2,mixto,mixta,diseno-ux-ui
4,2,5,2,2,2,5,3,3,3,2,2,5,2,3,3,2,2,oficina,mixta,diseno-ux-ui
3,2,5,2,1,2,5,2,4,2,1,2,5,1,4,3,1,3,mixto,virtual,diseno-ux-ui
5,3,4,2,2,2,5,3,2,1,3,3,5,2,4,3,3,2,oficina,virtual,diseno-ux-ui
4,3,5,2,2,2,5,3,3,2,3,4,4,2,4,3,3,3,oficina,mixta,diseno-ux-ui
4,3,5,2,3,3,5,3,3,3,1,2,4,2,5,4,2,2,mixto,mixta,diseno-ux-ui
5,3,5,3,2,1,5,2,2,2,3,3,4,2,3,3,3,3,mixto,mixta,diseno-ux-ui
3,2,5,2,3,3,5,3,4,2,3,2,5,3,4,2,1,2,mixto,virtual,diseno-ux-ui
3,2,2,2,5,3,3,1,4,1,4,3,1,5,2,2,3,4,oficina,mixta,administracion-de-empresas
2,2,3,3,5,2,2,3,3,3,5,3,2,5,4,1,4,5,oficina,presencial,administracion-de-empresas
2,3,3,1,5,3,3,2,4,2,4,2,3,4,3,1,4,4,mixto,presencial,administracion-de-empresas
2,2,3,3,4,3,3,1,4,1,3,2,2,5,1,2,4,3,mixto,presencial,administracion-de-empresas
3,3,2,2,5,1,2,2,4,3,5,3,2,5,2,2,4,4,mixto,presencial,administracion-de-empresas
1,1,3,3,5,3,3,3,5,3,4,3,2,5,1,2,3,3,mixto,presencial,administracion-de-empresas
2,3,2,1,5,1,3,3,4,2,4,2,2,5,2,2,4,4,oficina,mixta,administracion-de-empresas
2,2,2,2,5,3,2,1,3,3,3,3,2,5,2,1,2,5,oficina,mixta,administracion-de-empresas
2,3,1,2,5,2,2,2,5,2,3,2,3,4,3,2,5,5,mixto,presencial,administracion-de-empresas
2,2,2,2,5,2,3,3,4,2,3,4,3,5,2,2,2,2,mixto,mixta,administracion-de-empresas
2,3,2,2,5,3,2,2,4,1,3,3,2,5,2,3,3,4,oficina,presencial,administracion-de-empresas
2,3,2,2,5,2,3,2,3,2,3,3,2,5,2,2,2,4,mixto,presencial,administracion-de-empresas
2,2,2,2,5,2,3,3,4,3,4,4,2,4,3,2,3,4,oficina,presencial,administracion-de-empresas
3,3,2,2,4,3,1,2,5,2,4,3,3,5,3,2,2,5,mixto,presencial,administracion-de-empresas
4,2,1,4,4,1,1,2,3,2,4,4,3,5,2,2,4,3,oficina,presencial,administracion-de-empresas
2,1,3,2,5,2,1,3,4,2,4,4,3,5,2,2,2,4,mixto,presencial,administracion-de-empresas
1,2,3,1,5,4,2,3,4,2,4,3,2,5,2,3,2,3,mixto,mixta,administracion-de-empresas
2,2,2,3,4,2,2,2,3,1,5,3,2,5,3,2,3,4,mixto,presencial,administracion-de-empresas
3,3,2,2,5,2,2,3,3,1,3,3,4,5,2,2,3,4,oficina,mixta,administracion-de-empresas
3,2,3,2,4,2,1,1,4,3,4,1,1,5,3,2,3,5,oficina,mixta,administracion-de-empresas
2,2,1,2,5,2,2,2,4,2,4,3,2,4,2,2,3,4,oficina,mixta,administracion-de-empresas
2,3,2,2,5,2,1,2,2,2,4,3,3,4,2,3,3,4,mixto,presencial,administracion-de-empresas
3,3,2,2,5,3,1,3,5,2,5,2,2,5,2,2,2,5,oficina,mixta,administracion-de-empresas
2,2,2,2,4,3,2,1,4,3,4,3,2,4,2,2,4,4,mixto,mixta,administracion-de-empresas
2,2,2,4,4,3,3,1,3,3,4,4,2,5,2,3,3,3,mixto,mixta,administracion-de-empresas
3,3,2,3,5,2,2,2,4,2,4,3,2,5,2,2,3,4,mixto,mixta,administracion-de-empresas
3,2,2,2,5,3,2,2,5,3,4,3,2,5,2,3,2,4,mixto,mixta,administracion-de-empresas
2,2,1,2,5,3,4,2,4,2,5,3,3,4,2,2,3,4,oficina,presencial,administracion-de-empresas
2,2,2,2,4,1,1,3,4,3,3,3,3,5,3,2,3,4,mixto,presencial,administracion-de-empresas
2,3,3,2,5,3,2,2,5,3,4,2,2,5,1,2,3,3,mixto,presencial,administracion-de-empresas
2,3,2,3,5,1,2,3,4,4,4,3,2,5,2,2,3,4,mixto,presencial,administracion-de-empresas
1,3,3,1,5,3,3,2,3,2,3,3,1,5,3,2,3,3,oficina,presencial,administracion-de-empresas
2,2,3,2,4,1,3,2,4,3,4,2,2,5,1,2,2,3,oficina,mixta,administracion-de-empresas
2,3,3,2,5,2,2,2,5,2,4,3,3,5,2,2,3,5,oficina,mixta,administracion-de-empresas
2,2,2,2,5,3,2,1,4,3,4,3,2,5,1,2,4,4,mixto,mixta,administracion-de-empresas
1,1,3,1,4,2,2,2,5,2,4,2,1,4,3,3,3,5,oficina,presencial,administracion-de-empresas
3,2,2,2,5,1,4,3,4,1,2,4,3,5,1,3,3,3,mixto,mixta,administracion-de-empresas
2,2,2,2,5,2,3,2,4,2,2,4,2,4,2,2,1,3,mixto,mixta,administracion-de-empresas
3,2,2,2,5,2,2,2,5,2,5,3,3,5,2,2,3,3,mixto,presencial,administracion-de-empresas
2,2,2,2,5,2,2,3,5,2,4,4,1,5,2,2,3,3,oficina,mixta,administracion-de-empresas
3,2,3,2,5,3,2,1,4,3,4,3,1,5,2,2,3,4,oficina,presencial,administracion-de-empresas
2,3,2,2,5,2,3,2,5,3,3,4,2,5,3,3,3,5,mixto,mixta,administracion-de-empresas
1,1,2,2,4,2,3,3,4,3,3,3,3,5,2,2,3,4,mixto,mixta,administracion-de-empresas
3,2,2,2,4,4,1,2,4,2,4,2,3,5,3,3,4,3,oficina,mixta,administracion-de-empresas
1,2,3,4,5,2,2,4,4,3,3,3,1,5,4,2,4,3,oficina,mixta,administracion-de-empresas
3,2,3,2,5,1,2,4,4,3,3,2,2,4,3,3,2,4,oficina,mixta,administracion-de-empresas
2,2,2,2,5,2,3,2,4,3,4,3,2,5,2,3,2,4,oficina,mixta,administracion-de-empresas
3,1,2,1,5,2,1,3,3,2,4,3,1,5,3,3,2,4,mixto,mixta,administracion-de-empresas
2,2,1,3,4,2,2,3,3,2,4,2,3,5,2,2,3,5,oficina,presencial,administracion-de-empresas
2,2,2,3,5,2,3,3,4,2,4,3,4,5,2,1,3,4,mixto,mixta,administracion-de-empresas
3,2,3,2,5,2,2,1,3,1,3,2,2,5,2,3,3,2,mixto,mixta,administracion-de-empresas
4,3,2,2,5,2,3,4,3,3,4,2,2,5,3,1,2,4,mixto,mixta,administracion-de-empresas
3,2,1,3,5,4,2,2,3,2,4,3,3,5,3,1,4,2,mixto,presencial,administracion-de-empresas
2,3,2,3,5,1,3,3,4,2,4,3,3,5,2,2,3,3,mixto,mixta,administracion-de-empresas
2,2,3,3,5,1,3,2,4,1,5,3,3,5,1,4,4,2,mixto,mixta,administracion-de-empresas
2,2,2,2,5,2,2,3,4,2,3,2,2,4,3,2,2,3,mixto,mixta,administracion-de-empresas
3,2,2,2,5,2,2,1,4,2,5,3,2,5,2,3,3,3,mixto,presencial,administracion-de-empresas
2,1,2,2,5,2,2,2,4,2,4,2,4,5,1,2,2,5,mixto,mixta,administracion-de-empresas
1,2,2,3,5,2,2,2,5,3,4,4,2,5,3,3,3,3,mixto,presencial,administracion-de-empresas
3,1,2,2,5,3,2,2,3,3,4,3,1,4,2,2,3,4,oficina,mixta,administracion-de-empresas
2,3,3,2,5,2,2,2,5,1,3,3,2,5,2,2,3,4,oficina,mixta,administracion-de-empresas
3,1,2,3,5,3,3,3,3,2,4,2,2,5,4,2,4,5,mixto,mixta,administracion-de-empresas
1,3,2,3,5,3,3,2,3,1,5,4,3,4,3,2,3,5,oficina,mixta,administracion-de-empresas
3,2,2,2,5,3,1,2,3,3,4,3,2,5,1,3,4,4,mixto,mixta,administracion-de-empresas
3,1,3,2,5,3,3,3,4,3,4,3,2,4,2,2,4,4,oficina,presencial,administracion-de-empresas
2,2,2,2,4,1,2,1,4,2,3,3,1,5,2,2,4,2,oficina,mixta,administracion-de-empresas
4,3,2,4,5,1,3,3,4,1,2,4,2,4,4,2,3,5,oficina,mixta,administracion-de-empresas
3,2,2,2,5,1,3,2,3,2,5,4,3,5,3,2,4,4,oficina,mixta,administracion-de-empresas
2,3,2,2,4,2,2,2,2,3,5,3,2,5,3,3,3,4,oficina,presencial,administracion-de-empresas
2,2,2,1,5,2,2,2,4,2,4,3,2,5,3,1,3,4,mixto,mixta,administracion-de-empresas
3,2,2,2,4,3,2,3,5,2,4,2,2,5,2,1,4,4,oficina,mixta,administracion-de-empresas
1,2,3,1,5,3,2,2,4,2,4,3,2,5,3,2,3,4,mixto,mixta,administracion-de-empresas
2,2,2,2,4,3,2,3,3,2,5,3,3,5,3,2,3,5,oficina,presencial,administracion-de-empresas
3,3,3,2,4,2,2,2,4,3,4,4,3,4,2,3,3,4,oficina,presencial,administracion-de-empresas
2,2,3,2,5,3,4,3,4,1,4,4,3,5,2,3,3,3,mixto,mixta,administracion-de-empresas
2,2,2,1,5,3,2,2,4,2,5,2,3,5,2,1,3,4,oficina,mixta,administracion-de-empresas
3,3,1,2,4,2,2,2,4,3,5,3,2,5,2,2,3,4,mixto,mixta,administracion-de-empresas
1,2,3,2,4,2,2,2,5,2,4,2,2,5,3,3,2,4,mixto,mixta,administracion-de-empresas
1,2,2,2,4,2,2,2,3,2,4,3,2,5,2,3,2,4,mixto,presencial,administracion-de-empresas
3,2,3,2,5,2,3,2,3,3,4,4,2,5,3,3,3,3,oficina,mixta,administracion-de-empresas
3,2,3,2,4,1,3,2,3,1,3,3,3,4,3,2,3,4,mixto,presencial,administracion-de-empresas
1,3,1,2,5,3,1,1,4,2,5,4,2,5,2,2,3,4,mixto,presencial,administracion-de-empresas
2,1,1,3,5,2,2,1,4,1,4,5,2,5,2,1,2,4,oficina,mixta,administracion-de-empresas
2,3,2,3,5,2,2,1,4,3,5,2,3,5,2,3,2,4,mixto,mixta,administracion-de-empresas
2,1,3,2,5,4,1,2,3,2,3,4,2,5,2,2,4,5,mixto,presencial,administracion-de-empresas
3,3,2,2,5,2,3,2,3,2,5,3,1,5,2,2,3,3,mixto,presencial,administracion-de-empresas
3,2,3,2,5,2,3,2,5,3,3,4,2,4,1,1,3,4,oficina,presencial,administracion-de-empresas
3,1,1,3,4,2,2,3,4,2,5,3,3,5,2,2,3,4,mixto,presencial,administracion-de-empresas
2,2,2,2,5,2,3,2,4,2,4,3,2,5,2,2,4,3,mixto,mixta,administracion-de-empresas
2,2,2,2,5,3,2,2,4,2,3,4,2,5,2,2,3,3,oficina,mixta,administracion-de-empresas
2,3,3,2,5,1,2,2,4,2,4,3,2,5,2,1,3,5,oficina,presencial,administracion-de-empresas
3,3,2,2,5,2,2,2,3,3,3,3,1,4,3,1,3,4,mixto,mixta,administracion-de-empresas
2,2,1,2,4,2,2,2,4,3,4,3,3,5,2,2,4,4,oficina,mixta,administracion-de-empresas
2,2,2,3,5,2,1,2,5,3,3,3,3,4,1,3,3,4,oficina,presencial,administracion-de-empresas
2,2,3,2,5,3,2,2,4,3,4,3,3,4,2,2,3,3,mixto,presencial,administracion-de-empresas
1,3,2,1,5,3,2,2,4,2,4,2,2,5,3,3,3,4,oficina,presencial,administracion-de-empresas
2,2,1,2,5,1,1,2,4,2,4,2,1,5,2,2,4,4,mixto,presencial,administracion-de-empresas
2,2,3,4,5,3,2,3,5,4,5,3,3,5,4,2,1,4,mixto,mixta,administracion-de-empresas
3,2,2,2,4,2,3,2,4,1,5,3,2,5,2,1,2,5,oficina,mixta,administracion-de-empresas
2,4,2,2,5,2,1,2,4,2,5,3,2,5,1,3,3,3,oficina,presencial,administracion-de-empresas
3,2,2,3,5,3,1,5,3,2,5,3,2,5,2,2,3,4,oficina,presencial,administracion-de-empresas
2,1,2,2,5,2,1,4,4,2,4,4,3,4,3,1,4,5,oficina,mixta,administracion-de-empresas
2,1,2,3,5,2,3,2,4,2,4,3,1,5,2,2,4,4,mixto,mixta,administracion-de-empresas
2,2,1,1,4,2,2,3,4,1,5,1,2,5,1,1,3,4,mixto,mixta,administracion-de-empresas
3,3,2,1,4,3,3,2,4,2,3,4,4,5,1,2,3,3,mixto,mixta,administracion-de-empresas
2,2,2,2,4,3,3,3,3,1,5,3,3,4,3,1,2,4,mixto,presencial,administracion-de-empresas
3,3,2,3,5,2,2,3,4,2,4,3,1,5,3,3,4,3,mixto,mixta,administracion-de-empresas
2,3,2,3,5,1,2,3,4,3,3,3,3,5,2,2,4,5,oficina,presencial,administracion-de-empresas
2,3,2,2,5,4,2,2,3,2,4,2,1,4,2,3,3,4,mixto,presencial,administracion-de-empresas
3,2,2,3,5,1,2,2,4,2,3,3,1,5,3,2,3,4,oficina,mixta,administracion-de-empresas
2,2,2,3,5,2,1,2,4,3,3,3,2,5,3,2,2,4,oficina,mixta,administracion-de-empresas
2,3,2,2,5,2,3,2,3,1,4,3,2,5,1,1,3,4,oficina,presencial,administracion-de-empresas
2,2,3,2,5,2,2,2,3,2,4,3,2,5,3,3,2,4,mixto,mixta,administracion-de-empresas
2,1,3,3,5,3,2,3,4,2,3,3,5,5,2,3,3,4,oficina,mixta,administracion-de-empresas
2,2,2,2,4,2,2,2,5,2,3,2,3,5,2,2,2,4,oficina,presencial,administracion-de-empresas
1,2,2,2,5,2,2,3,5,2,4,4,2,5,2,3,3,4,oficina,mixta,administracion-de-empresas
1,2,3,3,5,2,1,2,4,3,5,4,2,5,4,1,3,4,mixto,presencial,administracion-de-empresas
1,2,2,2,5,3,1,2,5,4,4,3,2,5,3,1,3,4,oficina,presencial,administracion-de-empresas
3,2,1,3,4,3,1,2,3,2,3,3,2,5,2,3,2,4,oficina,presencial,administracion-de-empresas
2,3,2,2,5,2,2,3,4,2,4,3,2,5,2,3,2,4,mixto,mixta,administracion-de-empresas
2,1,2,1,5,2,2,2,5,2,4,3,3,5,1,3,3,4,oficina,presencial,administracion-de-empresas
3,1,2,2,4,2,3,2,4,1,4,2,2,5,2,2,3,3,oficina,mixta,administracion-de-empresas
2,2,2,2,4,3,2,3,5,1,4,3,1,5,3,2,3,4,oficina,presencial,administracion-de-empresas
2,2,2,2,5,2,2,2,4,2,4,3,3,5,3,3,5,4,mixto,presencial,administracion-de-empresas
3,3,3,2,4,1,2,2,4,3,4,4,2,5,2,3,3,4,oficina,presencial,administracion-de-empresas
3,2,3,2,4,2,2,2,4,2,3,2,2,4,1,2,3,5,mixto,mixta,administracion-de-empresas
2,3,2,1,4,3,2,2,3,1,5,2,2,4,2,3,3,3,oficina,presencial,administracion-de-empresas
2,3,3,3,5,2,2,2,4,2,5,4,2,5,3,2,3,5,mixto,mixta,administracion-de-empresas
2,3,3,3,4,2,2,2,4,2,4,3,3,5,2,2,4,4,mixto,presencial,administracion-de-empresas
1,2,1,3,5,2,2,1,5,3,4,2,1,4,2,1,4,4,oficina,mixta,administracion-de-empresas
3,1,2,3,5,2,2,2,3,1,3,2,1,5,2,2,2,4,mixto,presencial,administracion-de-empresas
2,4,1,3,5,1,3,4,5,2,5,5,2,5,3,2,4,5,mixto,mixta,administracion-de-empresas
3,1,3,3,5,1,2,2,5,2,3,3,2,5,2,1,3,3,mixto,mixta,administracion-de-empresas
3,3,2,3,5,2,2,3,3,4,4,2,2,5,2,3,3,4,oficina,presencial,administracion-de-empresas
3,2,2,2,5,1,2,2,3,3,4,3,2,5,2,2,3,4,oficina,presencial,administracion-de-empresas
2,2,4,2,4,3,2,2,4,1,3,3,2,5,1,3,3,5,mixto,mixta,administracion-de-empresas
1,2,2,2,5,1,1,2,5,3,4,3,2,5,3,1,4,3,mixto,mixta,administracion-de-empresas
4,3,2,3,4,2,2,2,4,2,4,2,3,5,3,3,3,4,mixto,presencial,administracion-de-empresas
3,2,2,2,5,2,2,3,3,2,4,2,3,5,3,2,3,4,mixto,presencial,administracion-de-empresas
3,3,3,3,4,2,3,2,4,2,4,3,1,4,3,2,3,4,mixto,mixta,administracion-de-empresas
3,3,2,3,4,3,2,1,4,3,3,2,3,5,2,2,4,5,mixto,presencial,administracion-de-empresas
3,3,2,2,5,1,3,3,4,1,4,4,3,4,1,2,2,4,oficina,mixta,administracion-de-empresas
3,3,3,4,5,2,2,2,4,3,4,2,2,5,2,3,2,3,oficina,presencial,administracion-de-empresas
2,1,2,2,5,2,2,2,5,2,4,3,3,5,2,2,4,4,mixto,mixta,administracion-de-empresas
2,1,2,1,5,3,3,2,4,2,3,3,2,5,3,2,3,4,oficina,mixta,administracion-de-empresas
3,3,2,2,5,1,2,2,4,2,3,2,2,5,2,2,3,4,mixto,mixta,administracion-de-empresas
3,2,2,3,4,2,3,2,4,2,4,3,3,5,2,3,3,3,oficina,presencial,administracion-de-empresas
1,2,2,1,4,2,3,2,4,3,5,3,2,3,2,1,2,4,mixto,presencial,administracion-de-empresas
1,2,2,2,5,2,3,3,3,3,5,3,2,5,2,3,3,4,oficina,mixta,administracion-de-empresas
2,4,3,2,5,2,2,2,4,1,5,3,2,5,2,1,4,4,mixto,presencial,administracion-de-empresas
2,3,1,3,3,2,2,3,4,3,4,5,3,5,2,1,3,4,mixto,mixta,administracion-de-empresas
3,2,3,2,5,3,2,3,4,2,4,3,1,5,3,3,3,3,mixto,presencial,administracion-de-empresas
2,1,2,2,5,2,3,2,5,2,3,4,3,4,2,2,3,4,oficina,presencial,administracion-de-empresas
1,2,3,3,4,1,2,2,5,3,4,3,2,5,2,3,4,5,oficina,mixta,administracion-de-empresas
2,1,1,2,5,2,2,2,4,2,4,3,2,5,2,3,3,5,mixto,presencial,administracion-de-empresas
2,2,2,3,5,2,2,3,4,2,4,5,3,4,3,2,3,5,oficina,mixta,administracion-de-empresas
2,2,3,2,5,2,3,2,4,2,4,2,3,5,2,2,3,4,mixto,mixta,administracion-de-empresas
3,2,2,4,5,2,2,2,3,2,2,2,3,5,3,3,3,3,mixto,presencial,administracion-de-empresas
3,2,3,2,4,4,3,3,4,2,3,2,1,5,3,1,2,4,oficina,presencial,administracion-de-empresas
2,2,2,2,5,2,3,3,4,1,4,2,2,5,2,2,2,5,mixto,presencial,administracion-de-empresas
2,2,3,2,4,3,5,2,4,3,3,2,2,3,2,2,2,3,oficina,virtual,marketing-digital
2,2,1,1,4,4,4,2,5,2,3,1,2,3,2,3,2,3,mixto,virtual,marketing-digital
3,3,3,1,4,3,3,2,5,1,4,2,1,2,2,2,3,3,mixto,virtual,marketing-digital
3,2,2,3,5,3,3,3,5,1,3,3,2,3,2,3,2,3,mixto,virtual,marketing-digital
1,1,4,3,3,3,4,3,5,2,3,3,1,3,1,2,1,3,oficina,mixta,marketing-digital
3,1,3,2,4,3,5,2,5,2,2,2,3,3,2,1,3,2,oficina,mixta,marketing-digital
2,2,4,2,5,4,3,2,5,3,3,1,2,4,2,2,2,3,mixto,virtual,marketing-digital
2,3,4,2,4,3,3,2,4,3,2,2,2,2,1,1,1,3,oficina,virtual,marketing-digital
2,2,4,2,3,3,4,3,5,1,3,2,2,2,3,3,4,1,mixto,virtual,marketing-digital
3,3,5,2,3,4,5,2,5,3,3,2,2,3,1,2,3,2,oficina,virtual,marketing-digital
2,3,3,3,4,3,5,3,5,2,3,2,2,4,2,2,2,3,oficina,virtual,marketing-digital
2,3,3,3,4,3,4,3,5,2,3,2,1,4,2,2,2,3,mixto,mixta,marketing-digital
2,3,2,1,4,4,4,2,4,3,3,3,2,5,2,1,2,1,oficina,virtual,marketing-digital
2,3,3,3,3,3,3,3,5,2,3,1,2,2,2,2,3,2,oficina,mixta,marketing-digital
1,3,3,1,4,3,5,2,5,2,3,2,2,3,2,2,2,2,mixto,mixta,marketing-digital
1,2,2,3,4,4,4,2,4,2,5,2,1,3,3,1,3,1,oficina,virtual,marketing-digital
2,2,3,2,3,2,5,3,5,2,2,2,2,3,2,3,2,2,mixto,mixta,marketing-digital
3,3,3,3,4,4,4,3,5,2,3,2,2,2,2,3,3,4,oficina,virtual,marketing-digital
3,3,2,2,4,2,3,3,5,2,2,2,3,2,2,2,2,2,oficina,virtual,marketing-digital
2,1,3,1,3,3,3,3,5,2,3,2,3,4,2,2,2,2,mixto,virtual,marketing-digital
3,2,3,3,5,3,4,2,5,1,2,2,3,4,2,2,2,1,oficina,virtual,marketing-digital
3,2,3,3,2,2,4,2,5,3,2,1,2,4,3,3,2,2,mixto,mixta,marketing-digital
4,2,3,1,4,4,4,2,5,1,3,2,2,2,2,2,2,1,oficina,virtual,marketing-digital
